source,source_iso3,recipient,recipient_iso3,category,sum_value_usd
Austria,AUT,Serbia,SRB,Ignore,324053
Austria,AUT,Serbia,SRB,Power Plant,2224
Austria,AUT,Seychelles,SYC,Ignore,8779
Austria,AUT,Singapore,SGP,Ignore,536298
Austria,AUT,Singapore,SGP,Power Plant,132570
Austria,AUT,Slovakia,SVK,Enrichment,16055
Austria,AUT,Slovakia,SVK,Fuel fabrication,750096
Austria,AUT,Slovakia,SVK,Ignore,2633013
Austria,AUT,Slovakia,SVK,Power Plant,27788
Austria,AUT,Slovenia,SVN,Enrichment,196
Austria,AUT,Slovenia,SVN,Fuel fabrication,4477752
Austria,AUT,Slovenia,SVN,Ignore,861027
Austria,AUT,Slovenia,SVN,Power Plant,118193
Austria,AUT,South Africa,ZAF,Fuel fabrication,191447
Austria,AUT,South Africa,ZAF,Ignore,1115415
Austria,AUT,South Africa,ZAF,Power Plant,351190
Austria,AUT,Spain,ESP,Enrichment,2488
Austria,AUT,Spain,ESP,Fuel fabrication,6489904
Austria,AUT,Spain,ESP,Ignore,58058
Austria,AUT,Spain,ESP,Power Plant,12341
Austria,AUT,Sri Lanka,LKA,Ignore,4414
Austria,AUT,Swaziland,SWZ,Fuel fabrication,2
Austria,AUT,Sweden,SWE,Fuel fabrication,62458
Austria,AUT,Sweden,SWE,Ignore,15104
Austria,AUT,Sweden,SWE,Power Plant,54593
Austria,AUT,Switzerland,CHE,Fuel fabrication,97866
Austria,AUT,Switzerland,CHE,Ignore,3406994
Austria,AUT,Switzerland,CHE,Power Plant,26170
Austria,AUT,Switzerland,CHE,Spent Fuel / HLW,92
Austria,AUT,Syria,SYR,Ignore,7492
Austria,AUT,TFYR of Macedonia,MKD,Fuel fabrication,6103
Austria,AUT,TFYR of Macedonia,MKD,Ignore,176
Austria,AUT,TFYR of Macedonia,MKD,Power Plant,3082
Austria,AUT,"Taiwan, China",TWN,Fuel fabrication,10335
Austria,AUT,"Taiwan, China",TWN,Ignore,1574975
Austria,AUT,"Taiwan, China",TWN,Power Plant,3588
Austria,AUT,Thailand,THA,Fuel fabrication,84558
Austria,AUT,Thailand,THA,Ignore,5719965
Austria,AUT,Thailand,THA,Power Plant,116348
Austria,AUT,Tunisia,TUN,Ignore,10752
Austria,AUT,Tunisia,TUN,Power Plant,32099
Austria,AUT,Turkey,TUR,Fuel fabrication,64539
Austria,AUT,Turkey,TUR,Ignore,399876
Austria,AUT,Turkey,TUR,Power Plant,70741
Austria,AUT,USA,USA,Enrichment,740
Austria,AUT,USA,USA,Fuel fabrication,3707354
Austria,AUT,USA,USA,Ignore,44311265
Austria,AUT,USA,USA,Power Plant,491238
Austria,AUT,Uganda,UGA,Ignore,2215
Austria,AUT,Ukraine,UKR,Fuel fabrication,12013
Austria,AUT,Ukraine,UKR,Ignore,4180
Austria,AUT,Ukraine,UKR,Power Plant,8547
Austria,AUT,United Arab Emirates,ARE,Enrichment,2118
Austria,AUT,United Arab Emirates,ARE,Ignore,14150
Austria,AUT,United Kingdom,GBR,Enrichment,100098
Austria,AUT,United Kingdom,GBR,Fuel fabrication,2754332
Austria,AUT,United Kingdom,GBR,Ignore,6360057
Austria,AUT,United Kingdom,GBR,Mining,1
Austria,AUT,United Kingdom,GBR,Power Plant,145096
Austria,AUT,United Rep. of Tanzania,TZA,Ignore,1511
Austria,AUT,Viet Nam,VNM,Fuel fabrication,344
Austria,AUT,Viet Nam,VNM,Ignore,38784
Austria,AUT,Viet Nam,VNM,Power Plant,980
Austria,AUT,Zimbabwe,ZWE,Ignore,13666
Azerbaijan,AZE,Czech Rep.,CZE,Enrichment,342
Azerbaijan,AZE,Czech Rep.,CZE,Ignore,37612
Azerbaijan,AZE,Georgia,GEO,Ignore,5501
Azerbaijan,AZE,Hungary,HUN,Ignore,12
Azerbaijan,AZE,Kuwait,KWT,Ignore,1444
Azerbaijan,AZE,Netherlands,NLD,Ignore,653
Azerbaijan,AZE,Russian Federation,RUS,Fuel fabrication,1382
Azerbaijan,AZE,Russian Federation,RUS,Ignore,2550
Azerbaijan,AZE,Saudi Arabia,SAU,Ignore,1109
Azerbaijan,AZE,USA,USA,Ignore,1109
Azerbaijan,AZE,United Kingdom,GBR,Ignore,40320
Bahamas,BHS,USA,USA,Enrichment,15000
Bahamas,BHS,USA,USA,Ignore,1500
Bahamas,BHS,USA,USA,Mining,13110
Bahamas,BHS,USA,USA,Power Plant,4000
Bahamas,BHS,United Kingdom,GBR,Ignore,866195
Bahrain,BHR,Angola,AGO,Power Plant,913
Bahrain,BHR,Czech Rep.,CZE,Ignore,1074
Bahrain,BHR,Czech Rep.,CZE,Mining,500
Bahrain,BHR,Hungary,HUN,Ignore,650
Bahrain,BHR,India,IND,Fuel fabrication,92284
Bahrain,BHR,Kazakhstan,KAZ,Ignore,247
Bahrain,BHR,Kuwait,KWT,Ignore,6135
Bahrain,BHR,Lebanon,LBN,Fuel fabrication,3401
Bahrain,BHR,Netherlands,NLD,Fuel fabrication,105
Bahrain,BHR,Netherlands,NLD,Ignore,419939
Bahrain,BHR,Pakistan,PAK,Ignore,326
Bahrain,BHR,Russian Federation,RUS,Ignore,2468
Bahrain,BHR,Saudi Arabia,SAU,Fuel fabrication,4814
Bahrain,BHR,Saudi Arabia,SAU,Ignore,56340
Bahrain,BHR,Saudi Arabia,SAU,Power Plant,295
Bahrain,BHR,Singapore,SGP,Ignore,1041
Bahrain,BHR,South Africa,ZAF,Enrichment,100
Bahrain,BHR,South Africa,ZAF,Ignore,1107
Bahrain,BHR,South Africa,ZAF,Mining,879
Bahrain,BHR,USA,USA,Ignore,5077
Bahrain,BHR,United Arab Emirates,ARE,Fuel fabrication,101200
Bahrain,BHR,United Arab Emirates,ARE,Ignore,46109
Bahrain,BHR,United Kingdom,GBR,Ignore,224
Bangladesh,BGD,Czech Rep.,CZE,Ignore,115
Bangladesh,BGD,Dem. Rep. of the Congo,COD,Fuel fabrication,8767
Bangladesh,BGD,Denmark,DNK,Fuel fabrication,1097
Bangladesh,BGD,Germany,DEU,Ignore,1664
Bangladesh,BGD,Israel,ISR,Ignore,18000
Bangladesh,BGD,Luxembourg,LUX,Ignore,358
Bangladesh,BGD,Netherlands,NLD,Ignore,18162
Bangladesh,BGD,Norway,NOR,Fuel fabrication,1083
Bangladesh,BGD,Singapore,SGP,Ignore,9966
Bangladesh,BGD,Switzerland,CHE,Fuel fabrication,485
Barbados,BRB,Canada,CAN,Ignore,382531
Barbados,BRB,Grenada,GRD,Enrichment,435
Barbados,BRB,Saint Lucia,LCA,Fuel fabrication,46
Belarus,BLR,Algeria,DZA,Ignore,43292
Belarus,BLR,Argentina,ARG,Ignore,363620
Belarus,BLR,Austria,AUT,Ignore,148876
Belarus,BLR,Azerbaijan,AZE,Power Plant,9300
Belarus,BLR,Bolivia,BOL,Ignore,138359
Belarus,BLR,Bosnia Herzegovina,BIH,Ignore,65331
Belarus,BLR,Chile,CHL,Ignore,48673
Belarus,BLR,Czech Rep.,CZE,Ignore,389876
Belarus,BLR,Egypt,EGY,Enrichment,19018
Belarus,BLR,Finland,FIN,Ignore,8012
Belarus,BLR,France,FRA,Ignore,391566
Belarus,BLR,Georgia,GEO,Power Plant,5030
Belarus,BLR,Germany,DEU,Ignore,2629033
Belarus,BLR,Ghana,GHA,Ignore,66901
Belarus,BLR,Indonesia,IDN,Ignore,475136
Belarus,BLR,Italy,ITA,Power Plant,100
Belarus,BLR,Japan,JPN,Ignore,415642
Belarus,BLR,Kazakhstan,KAZ,Ignore,77827
Belarus,BLR,Kazakhstan,KAZ,Power Plant,13011
Belarus,BLR,Lithuania,LTU,Power Plant,11300
Belarus,BLR,Mongolia,MNG,Ignore,45095
Belarus,BLR,Morocco,MAR,Ignore,310461
Belarus,BLR,Nepal,NPL,Ignore,41874
Belarus,BLR,Netherlands,NLD,Ignore,1127139
Belarus,BLR,Nicaragua,NIC,Ignore,30282
Belarus,BLR,Pakistan,PAK,Ignore,10616
Belarus,BLR,Peru,PER,Ignore,60855
Belarus,BLR,Poland,POL,Enrichment,329
Belarus,BLR,Poland,POL,Ignore,22666
Belarus,BLR,Qatar,QAT,Ignore,4669
Belarus,BLR,Qatar,QAT,Spent Fuel / HLW,18402
Belarus,BLR,Rep. of Moldova,MDA,Ignore,970
Belarus,BLR,Russian Federation,RUS,Enrichment,395
Belarus,BLR,Russian Federation,RUS,Fuel fabrication,796
Belarus,BLR,Russian Federation,RUS,Ignore,511141
Belarus,BLR,Russian Federation,RUS,Power Plant,305436
Belarus,BLR,Serbia,SRB,Ignore,221319
Belarus,BLR,Slovakia,SVK,Fuel fabrication,1002600
Belarus,BLR,Slovakia,SVK,Ignore,24
Belarus,BLR,South Africa,ZAF,Ignore,81356
Belarus,BLR,Sri Lanka,LKA,Ignore,58437
Belarus,BLR,TFYR of Macedonia,MKD,Ignore,12478
Belarus,BLR,Tajikistan,TJK,Ignore,45461
Belarus,BLR,Thailand,THA,Fuel fabrication,37328
Belarus,BLR,Thailand,THA,Ignore,65403
Belarus,BLR,Turkey,TUR,Ignore,1479200
Belarus,BLR,USA,USA,Ignore,90100
Belarus,BLR,Ukraine,UKR,Ignore,1183852
Belarus,BLR,Uruguay,URY,Ignore,91071
Belarus,BLR,Viet Nam,VNM,Ignore,313493
Belgium,BEL,Albania,ALB,Ignore,1526
Belgium,BEL,Algeria,DZA,Ignore,15387
Belgium,BEL,Andorra,AND,Enrichment,837
Belgium,BEL,Andorra,AND,Fuel fabrication,78
Belgium,BEL,Andorra,AND,Ignore,825
Belgium,BEL,Angola,AGO,Fuel fabrication,55160
Belgium,BEL,Angola,AGO,Ignore,10349
Belgium,BEL,Angola,AGO,Power Plant,27233
Belgium,BEL,Argentina,ARG,Ignore,230578
Belgium,BEL,Argentina,ARG,Power Plant,137999
Belgium,BEL,Armenia,ARM,Ignore,8357
Belgium,BEL,Armenia,ARM,Power Plant,4662
Belgium,BEL,Australia,AUS,Enrichment,2133
Belgium,BEL,Australia,AUS,Fuel fabrication,473
Belgium,BEL,Australia,AUS,Ignore,1511404
Belgium,BEL,Australia,AUS,Mining,1289
Belgium,BEL,Australia,AUS,Power Plant,2727265
Belgium,BEL,Austria,AUT,Enrichment,640
Belgium,BEL,Austria,AUT,Fuel fabrication,597481
Belgium,BEL,Austria,AUT,Ignore,4192450
Belgium,BEL,Austria,AUT,Power Plant,1141633
Belgium,BEL,Azerbaijan,AZE,Ignore,48820
Belgium,BEL,Bahrain,BHR,Ignore,40
Belgium,BEL,Bangladesh,BGD,Ignore,510125
Belgium,BEL,Bangladesh,BGD,Power Plant,29405
Belgium,BEL,Belarus,BLR,Ignore,11438
Belgium,BEL,Benin,BEN,Fuel fabrication,57
Belgium,BEL,Benin,BEN,Ignore,15612
Belgium,BEL,Benin,BEN,Power Plant,246
Belgium,BEL,Bosnia Herzegovina,BIH,Ignore,39770
Belgium,BEL,Botswana,BWA,Ignore,65
Belgium,BEL,Brazil,BRA,Enrichment,9671
Belgium,BEL,Brazil,BRA,Fuel fabrication,643083
Belgium,BEL,Brazil,BRA,Ignore,228954
Belgium,BEL,Brazil,BRA,Mining,2346
Belgium,BEL,Brazil,BRA,Power Plant,1978934
Belgium,BEL,Brunei Darussalam,BRN,Ignore,308733
Belgium,BEL,Bulgaria,BGR,Ignore,161395
Belgium,BEL,Bulgaria,BGR,Power Plant,70119
Belgium,BEL,Cambodia,KHM,Ignore,1218
Belgium,BEL,Cameroon,CMR,Power Plant,1669
Belgium,BEL,Canada,CAN,Enrichment,4264
Belgium,BEL,Canada,CAN,Fuel fabrication,705
Belgium,BEL,Canada,CAN,Ignore,12830181
Belgium,BEL,Canada,CAN,Power Plant,2775748
Belgium,BEL,Cape Verde,CPV,Power Plant,532
Belgium,BEL,Chile,CHL,Ignore,940541
Belgium,BEL,Chile,CHL,Mining,895
Belgium,BEL,Chile,CHL,Power Plant,298429
Belgium,BEL,China,CHN,Enrichment,26491
Belgium,BEL,China,CHN,Fuel fabrication,41010
Belgium,BEL,China,CHN,Ignore,41784511
Belgium,BEL,China,CHN,Mining,2858
Belgium,BEL,China,CHN,Power Plant,12145910
Belgium,BEL,Colombia,COL,Enrichment,22996
Belgium,BEL,Colombia,COL,Ignore,618577
Belgium,BEL,Colombia,COL,Power Plant,30967
Belgium,BEL,Congo,COG,Ignore,790
Belgium,BEL,Congo,COG,Power Plant,90
Belgium,BEL,Costa Rica,CRI,Ignore,195150
Belgium,BEL,Cote d'Ivoire,CIV,Enrichment,342
Belgium,BEL,Cote d'Ivoire,CIV,Fuel fabrication,319
Belgium,BEL,Cote d'Ivoire,CIV,Ignore,1848
Belgium,BEL,Cote d'Ivoire,CIV,Power Plant,2346
Belgium,BEL,Croatia,HRV,Enrichment,1583
Belgium,BEL,Croatia,HRV,Fuel fabrication,67819
Belgium,BEL,Croatia,HRV,Ignore,234070
Belgium,BEL,Croatia,HRV,Power Plant,2563723
Belgium,BEL,Cuba,CUB,Ignore,6939054
Belgium,BEL,Cyprus,CYP,Fuel fabrication,253
Belgium,BEL,Cyprus,CYP,Ignore,8692
Belgium,BEL,Cyprus,CYP,Power Plant,807
Belgium,BEL,Czech Rep.,CZE,Enrichment,20037
Belgium,BEL,Czech Rep.,CZE,Fuel fabrication,156805
Belgium,BEL,Czech Rep.,CZE,Ignore,2515594
Belgium,BEL,Czech Rep.,CZE,Power Plant,397959
Belgium,BEL,Dem. Rep. of the Congo,COD,Enrichment,3677
Belgium,BEL,Dem. Rep. of the Congo,COD,Fuel fabrication,7229
Belgium,BEL,Dem. Rep. of the Congo,COD,Ignore,66253
Belgium,BEL,Dem. Rep. of the Congo,COD,Power Plant,765
Belgium,BEL,Denmark,DNK,Fuel fabrication,5461
Belgium,BEL,Denmark,DNK,Ignore,3444310
Belgium,BEL,Denmark,DNK,Power Plant,62525
Belgium,BEL,Dominican Rep.,DOM,Ignore,53200
Belgium,BEL,Ecuador,ECU,Enrichment,81
Belgium,BEL,Ecuador,ECU,Ignore,8
Belgium,BEL,Ecuador,ECU,Power Plant,11865
Belgium,BEL,Egypt,EGY,Enrichment,1970
Belgium,BEL,Egypt,EGY,Fuel fabrication,616
Belgium,BEL,Egypt,EGY,Ignore,618971
Belgium,BEL,Egypt,EGY,Power Plant,99364
Belgium,BEL,El Salvador,SLV,Ignore,5824
Belgium,BEL,Estonia,EST,Enrichment,203
Belgium,BEL,Estonia,EST,Ignore,13026
Belgium,BEL,Estonia,EST,Power Plant,251797
Belgium,BEL,Ethiopia,ETH,Ignore,27492
Belgium,BEL,Ethiopia,ETH,Power Plant,1998
Belgium,BEL,Finland,FIN,Enrichment,586
Belgium,BEL,Finland,FIN,Fuel fabrication,47516
Belgium,BEL,Finland,FIN,Ignore,300672
Belgium,BEL,Finland,FIN,Power Plant,685009
Belgium,BEL,France,FRA,Enrichment,94618
Belgium,BEL,France,FRA,Fuel fabrication,4438419
Belgium,BEL,France,FRA,Ignore,55450762
Belgium,BEL,France,FRA,Mining,405835
Belgium,BEL,France,FRA,Power Plant,6535552
Belgium,BEL,France,FRA,Spent Fuel / HLW,86
Belgium,BEL,French Polynesia,PYF,Ignore,44
Belgium,BEL,Gambia,GMB,Enrichment,50
Belgium,BEL,Gambia,GMB,Fuel fabrication,3270
Belgium,BEL,Gambia,GMB,Ignore,827
Belgium,BEL,Gambia,GMB,Power Plant,4285
Belgium,BEL,Georgia,GEO,Ignore,26311
Belgium,BEL,Germany,DEU,Enrichment,3614
Belgium,BEL,Germany,DEU,Fuel fabrication,2222823
Belgium,BEL,Germany,DEU,Ignore,32052617
Belgium,BEL,Germany,DEU,Mining,33924
Belgium,BEL,Germany,DEU,Power Plant,9562871
Belgium,BEL,Ghana,GHA,Enrichment,15703
Belgium,BEL,Ghana,GHA,Fuel fabrication,21205
Belgium,BEL,Ghana,GHA,Ignore,312742
Belgium,BEL,Ghana,GHA,Power Plant,7417
Belgium,BEL,Greece,GRC,Enrichment,253
Belgium,BEL,Greece,GRC,Ignore,1271190
Belgium,BEL,Greece,GRC,Power Plant,138361
Belgium,BEL,Guinea,GIN,Ignore,22632
Belgium,BEL,Honduras,HND,Power Plant,3880
Belgium,BEL,Hong Kong,HKG,Ignore,675771
Belgium,BEL,Hong Kong,HKG,Power Plant,273800
Belgium,BEL,Hungary,HUN,Fuel fabrication,97415
Belgium,BEL,Hungary,HUN,Ignore,1092356
Belgium,BEL,Hungary,HUN,Power Plant,221969
Belgium,BEL,Iceland,ISL,Enrichment,739
Belgium,BEL,Iceland,ISL,Fuel fabrication,339521
Belgium,BEL,Iceland,ISL,Ignore,5032
Belgium,BEL,India,IND,Enrichment,9483
Belgium,BEL,India,IND,Fuel fabrication,1270342
Belgium,BEL,India,IND,Ignore,1378913
Belgium,BEL,India,IND,Power Plant,1285844
Belgium,BEL,Indonesia,IDN,Ignore,24931
Belgium,BEL,Indonesia,IDN,Power Plant,493439
Belgium,BEL,Iran,IRN,Fuel fabrication,1686506
Belgium,BEL,Iran,IRN,Ignore,66500
Belgium,BEL,Iran,IRN,Power Plant,291361
Belgium,BEL,Ireland,IRL,Ignore,57452
Belgium,BEL,Ireland,IRL,Power Plant,923568
Belgium,BEL,Israel,ISR,Enrichment,985
Belgium,BEL,Israel,ISR,Ignore,9411940
Belgium,BEL,Israel,ISR,Mining,956
Belgium,BEL,Israel,ISR,Power Plant,405754
Belgium,BEL,Italy,ITA,Enrichment,2501
Belgium,BEL,Italy,ITA,Fuel fabrication,233773
Belgium,BEL,Italy,ITA,Ignore,8157247
Belgium,BEL,Italy,ITA,Power Plant,4715813
Belgium,BEL,Japan,JPN,Enrichment,1009209
Belgium,BEL,Japan,JPN,Fuel fabrication,516144
Belgium,BEL,Japan,JPN,Ignore,90504124
Belgium,BEL,Japan,JPN,Mining,6538
Belgium,BEL,Japan,JPN,Power Plant,6703240
Belgium,BEL,Jordan,JOR,Ignore,147046
Belgium,BEL,Kazakhstan,KAZ,Enrichment,19147
Belgium,BEL,Kazakhstan,KAZ,Fuel fabrication,1187
Belgium,BEL,Kazakhstan,KAZ,Ignore,23066
Belgium,BEL,Kazakhstan,KAZ,Power Plant,1023
Belgium,BEL,Kenya,KEN,Ignore,7688
Belgium,BEL,Kenya,KEN,Power Plant,1062
Belgium,BEL,Kuwait,KWT,Ignore,14023
Belgium,BEL,Lao People's Dem. Rep.,LAO,Ignore,1297
Belgium,BEL,Latvia,LVA,Enrichment,218
Belgium,BEL,Latvia,LVA,Ignore,2
Belgium,BEL,Latvia,LVA,Power Plant,301
Belgium,BEL,Lebanon,LBN,Ignore,12801
Belgium,BEL,Lebanon,LBN,Power Plant,411
Belgium,BEL,Liberia,LBR,Enrichment,106
Belgium,BEL,Lithuania,LTU,Ignore,384499
Belgium,BEL,Lithuania,LTU,Power Plant,17214
Belgium,BEL,Luxembourg,LUX,Enrichment,81716
Belgium,BEL,Luxembourg,LUX,Fuel fabrication,734623
Belgium,BEL,Luxembourg,LUX,Ignore,6125796
Belgium,BEL,Luxembourg,LUX,Mining,229
Belgium,BEL,Luxembourg,LUX,Power Plant,63413
Belgium,BEL,Luxembourg,LUX,Spent Fuel / HLW,32
Belgium,BEL,Madagascar,MDG,Ignore,209
Belgium,BEL,Madagascar,MDG,Power Plant,4579
Belgium,BEL,Malaysia,MYS,Enrichment,18619
Belgium,BEL,Malaysia,MYS,Ignore,36989
Belgium,BEL,Malaysia,MYS,Power Plant,72744
Belgium,BEL,Mali,MLI,Ignore,926
Belgium,BEL,Mali,MLI,Power Plant,979
Belgium,BEL,Malta,MLT,Ignore,5440
Belgium,BEL,Malta,MLT,Power Plant,113226
Belgium,BEL,Mauritania,MRT,Ignore,4119
Belgium,BEL,Mauritius,MUS,Power Plant,3093
Belgium,BEL,Mexico,MEX,Fuel fabrication,311900
Belgium,BEL,Mexico,MEX,Ignore,11029089
Belgium,BEL,Mexico,MEX,Power Plant,388485
Belgium,BEL,Mongolia,MNG,Ignore,376
Belgium,BEL,Montenegro,MNE,Ignore,73350
Belgium,BEL,Morocco,MAR,Enrichment,1940
Belgium,BEL,Morocco,MAR,Ignore,43481
Belgium,BEL,Myanmar,MMR,Ignore,11119
Belgium,BEL,Namibia,NAM,Fuel fabrication,51015
Belgium,BEL,Nepal,NPL,Ignore,2415
Belgium,BEL,Netherlands,NLD,Enrichment,119034
Belgium,BEL,Netherlands,NLD,Fuel fabrication,10434468
Belgium,BEL,Netherlands,NLD,Ignore,52457896
Belgium,BEL,Netherlands,NLD,Mining,114881
Belgium,BEL,Netherlands,NLD,Power Plant,5599923
Belgium,BEL,New Caledonia,NCL,Ignore,342
Belgium,BEL,New Zealand,NZL,Ignore,5752
Belgium,BEL,New Zealand,NZL,Power Plant,2651
Belgium,BEL,Niger,NER,Ignore,24781
Belgium,BEL,Nigeria,NGA,Enrichment,3274
Belgium,BEL,Nigeria,NGA,Fuel fabrication,11557
Belgium,BEL,Nigeria,NGA,Ignore,18478
Belgium,BEL,Nigeria,NGA,Power Plant,46225
Belgium,BEL,Norway,NOR,Enrichment,4296
Belgium,BEL,Norway,NOR,Fuel fabrication,3655
Belgium,BEL,Norway,NOR,Ignore,1987846
Belgium,BEL,Norway,NOR,Mining,378649
Belgium,BEL,Norway,NOR,Power Plant,33562
Belgium,BEL,Occ. Palestinian Terr.,PSE,Ignore,11062
Belgium,BEL,Pakistan,PAK,Ignore,106516
Belgium,BEL,Pakistan,PAK,Power Plant,85000
Belgium,BEL,Panama,PAN,Ignore,17315
Belgium,BEL,Paraguay,PRY,Ignore,9143
Belgium,BEL,Peru,PER,Ignore,30034
Belgium,BEL,Peru,PER,Power Plant,2602
Belgium,BEL,Philippines,PHL,Ignore,99256
Belgium,BEL,Philippines,PHL,Power Plant,1081
Belgium,BEL,Poland,POL,Enrichment,1180
Belgium,BEL,Poland,POL,Fuel fabrication,670903
Belgium,BEL,Poland,POL,Ignore,23610185
Belgium,BEL,Poland,POL,Mining,497454
Belgium,BEL,Poland,POL,Power Plant,283370
Belgium,BEL,Portugal,PRT,Enrichment,972
Belgium,BEL,Portugal,PRT,Fuel fabrication,12412
Belgium,BEL,Portugal,PRT,Ignore,2676335
Belgium,BEL,Portugal,PRT,Power Plant,978455
Belgium,BEL,Qatar,QAT,Fuel fabrication,944
Belgium,BEL,Qatar,QAT,Ignore,7716
Belgium,BEL,Rep. of Korea,KOR,Enrichment,20148
Belgium,BEL,Rep. of Korea,KOR,Fuel fabrication,26052
Belgium,BEL,Rep. of Korea,KOR,Ignore,10299961
Belgium,BEL,Rep. of Korea,KOR,Mining,3640
Belgium,BEL,Rep. of Korea,KOR,Power Plant,8788506
Belgium,BEL,Rep. of Moldova,MDA,Ignore,8136
Belgium,BEL,Rep. of Moldova,MDA,Power Plant,270
Belgium,BEL,Romania,ROM,Enrichment,210925
Belgium,BEL,Romania,ROM,Fuel fabrication,273
Belgium,BEL,Romania,ROM,Ignore,265648
Belgium,BEL,Romania,ROM,Power Plant,11651713
Belgium,BEL,Russian Federation,RUS,Fuel fabrication,523131
Belgium,BEL,Russian Federation,RUS,Ignore,900673
Belgium,BEL,Russian Federation,RUS,Power Plant,1520134
Belgium,BEL,Rwanda,RWA,Ignore,7050
Belgium,BEL,Rwanda,RWA,Power Plant,20302
Belgium,BEL,San Marino,SMR,Fuel fabrication,330
Belgium,BEL,Saudi Arabia,SAU,Fuel fabrication,4686
Belgium,BEL,Saudi Arabia,SAU,Ignore,697967
Belgium,BEL,Saudi Arabia,SAU,Power Plant,76107
Belgium,BEL,Senegal,SEN,Ignore,519
Belgium,BEL,Senegal,SEN,Power Plant,204
Belgium,BEL,Serbia,SRB,Enrichment,315
Belgium,BEL,Serbia,SRB,Ignore,191944
Belgium,BEL,Serbia,SRB,Power Plant,449
Belgium,BEL,Sierra Leone,SLE,Power Plant,51
Belgium,BEL,Singapore,SGP,Enrichment,2683
Belgium,BEL,Singapore,SGP,Fuel fabrication,27072
Belgium,BEL,Singapore,SGP,Ignore,292267
Belgium,BEL,Singapore,SGP,Power Plant,3178236
Belgium,BEL,Slovakia,SVK,Enrichment,23780
Belgium,BEL,Slovakia,SVK,Fuel fabrication,15158
Belgium,BEL,Slovakia,SVK,Ignore,1542285
Belgium,BEL,Slovakia,SVK,Mining,13010
Belgium,BEL,Slovakia,SVK,Power Plant,10912
Belgium,BEL,Slovenia,SVN,Fuel fabrication,230788
Belgium,BEL,Slovenia,SVN,Ignore,12070
Belgium,BEL,Slovenia,SVN,Power Plant,556898
Belgium,BEL,South Africa,ZAF,Enrichment,1286
Belgium,BEL,South Africa,ZAF,Fuel fabrication,119875
Belgium,BEL,South Africa,ZAF,Ignore,973651
Belgium,BEL,South Africa,ZAF,Mining,687973
Belgium,BEL,South Africa,ZAF,Power Plant,253415
Belgium,BEL,Spain,ESP,Enrichment,251909
Belgium,BEL,Spain,ESP,Fuel fabrication,455617
Belgium,BEL,Spain,ESP,Ignore,5785078
Belgium,BEL,Spain,ESP,Power Plant,1659983
Belgium,BEL,Sri Lanka,LKA,Ignore,43667
Belgium,BEL,Sudan,SDN,Ignore,5546
Belgium,BEL,Sudan,SDN,Mining,6
Belgium,BEL,Sweden,SWE,Enrichment,317
Belgium,BEL,Sweden,SWE,Fuel fabrication,608007
Belgium,BEL,Sweden,SWE,Ignore,2217725
Belgium,BEL,Sweden,SWE,Power Plant,1848251
Belgium,BEL,Switzerland,CHE,Enrichment,1260
Belgium,BEL,Switzerland,CHE,Fuel fabrication,1179826
Belgium,BEL,Switzerland,CHE,Ignore,850525
Belgium,BEL,Switzerland,CHE,Mining,2088
Belgium,BEL,Switzerland,CHE,Power Plant,417788
Belgium,BEL,Syria,SYR,Ignore,16708
Belgium,BEL,TFYR of Macedonia,MKD,Ignore,14072
Belgium,BEL,"Taiwan, China",TWN,Ignore,483996
Belgium,BEL,"Taiwan, China",TWN,Power Plant,3143964
Belgium,BEL,Thailand,THA,Ignore,2461314
Belgium,BEL,Thailand,THA,Mining,614
Belgium,BEL,Thailand,THA,Power Plant,802231
Belgium,BEL,Tunisia,TUN,Ignore,167407
Belgium,BEL,Tunisia,TUN,Mining,6
Belgium,BEL,Tunisia,TUN,Power Plant,39100
Belgium,BEL,Turkey,TUR,Enrichment,253
Belgium,BEL,Turkey,TUR,Fuel fabrication,46303
Belgium,BEL,Turkey,TUR,Ignore,29212919
Belgium,BEL,Turkey,TUR,Power Plant,2128568
Belgium,BEL,USA,USA,Enrichment,95833
Belgium,BEL,USA,USA,Fuel fabrication,7683528
Belgium,BEL,USA,USA,Ignore,168385993
Belgium,BEL,USA,USA,Mining,9548
Belgium,BEL,USA,USA,Power Plant,12524387
Belgium,BEL,Uganda,UGA,Ignore,7543
Belgium,BEL,Ukraine,UKR,Fuel fabrication,133453
Belgium,BEL,Ukraine,UKR,Ignore,54450
Belgium,BEL,Ukraine,UKR,Mining,38
Belgium,BEL,Ukraine,UKR,Power Plant,51282
Belgium,BEL,United Arab Emirates,ARE,Fuel fabrication,12
Belgium,BEL,United Arab Emirates,ARE,Ignore,767621
Belgium,BEL,United Arab Emirates,ARE,Power Plant,264145
Belgium,BEL,United Kingdom,GBR,Enrichment,16492
Belgium,BEL,United Kingdom,GBR,Fuel fabrication,708359
Belgium,BEL,United Kingdom,GBR,Ignore,50934996
Belgium,BEL,United Kingdom,GBR,Mining,1989877
Belgium,BEL,United Kingdom,GBR,Power Plant,1405680
Belgium,BEL,United Rep. of Tanzania,TZA,Power Plant,30453
Belgium,BEL,Uruguay,URY,Ignore,78952
Belgium,BEL,Uruguay,URY,Power Plant,320
Belgium,BEL,Uzbekistan,UZB,Ignore,9147
Belgium,BEL,Venezuela,VEN,Ignore,1181
Belgium,BEL,Viet Nam,VNM,Ignore,28745
Belgium,BEL,Viet Nam,VNM,Power Plant,61327
