source,source_iso3,recipient,recipient_iso3,category,sum_value_usd
Netherlands,NLD,Malaysia,MYS,Mining,45782
Netherlands,NLD,Malaysia,MYS,Power Plant,280352
Netherlands,NLD,Malta,MLT,Enrichment,3281
Netherlands,NLD,Malta,MLT,Fuel fabrication,9
Netherlands,NLD,Malta,MLT,Ignore,67332
Netherlands,NLD,Malta,MLT,Power Plant,430
Netherlands,NLD,Mauritania,MRT,Ignore,14681
Netherlands,NLD,Mexico,MEX,Enrichment,1468
Netherlands,NLD,Mexico,MEX,Fuel fabrication,704435
Netherlands,NLD,Mexico,MEX,Ignore,5560819
Netherlands,NLD,Mexico,MEX,Power Plant,238911
Netherlands,NLD,Montenegro,MNE,Fuel fabrication,350878
Netherlands,NLD,Montenegro,MNE,Ignore,53030
Netherlands,NLD,Morocco,MAR,Ignore,425880
Netherlands,NLD,Mozambique,MOZ,Fuel fabrication,9410
Netherlands,NLD,Myanmar,MMR,Ignore,42930
Netherlands,NLD,Namibia,NAM,Ignore,50911
Netherlands,NLD,Nepal,NPL,Ignore,70999
Netherlands,NLD,New Caledonia,NCL,Ignore,29252
Netherlands,NLD,New Zealand,NZL,Enrichment,3087
Netherlands,NLD,New Zealand,NZL,Fuel fabrication,392
Netherlands,NLD,New Zealand,NZL,Ignore,334293
Netherlands,NLD,New Zealand,NZL,Power Plant,1739
Netherlands,NLD,Nicaragua,NIC,Ignore,7375
Netherlands,NLD,Nigeria,NGA,Enrichment,179210
Netherlands,NLD,Nigeria,NGA,Fuel fabrication,676
Netherlands,NLD,Nigeria,NGA,Ignore,26733
Netherlands,NLD,Nigeria,NGA,Power Plant,277
Netherlands,NLD,Norway,NOR,Enrichment,5224
Netherlands,NLD,Norway,NOR,Fuel fabrication,6446816
Netherlands,NLD,Norway,NOR,Ignore,13970871
Netherlands,NLD,Norway,NOR,Mining,449477
Netherlands,NLD,Norway,NOR,Power Plant,21510
Netherlands,NLD,Norway,NOR,Spent Fuel / HLW,5937
Netherlands,NLD,Oman,OMN,Enrichment,5592
Netherlands,NLD,Oman,OMN,Fuel fabrication,164992
Netherlands,NLD,Oman,OMN,Ignore,437481
Netherlands,NLD,Oman,OMN,Power Plant,37902
Netherlands,NLD,Pakistan,PAK,Ignore,387892
Netherlands,NLD,Pakistan,PAK,Power Plant,3298
Netherlands,NLD,Panama,PAN,Ignore,401
Netherlands,NLD,Paraguay,PRY,Ignore,12664
Netherlands,NLD,Peru,PER,Fuel fabrication,22934
Netherlands,NLD,Peru,PER,Ignore,405011
Netherlands,NLD,Philippines,PHL,Ignore,837932
Netherlands,NLD,Poland,POL,Enrichment,159789
Netherlands,NLD,Poland,POL,Fuel fabrication,172408
Netherlands,NLD,Poland,POL,Ignore,4964371
Netherlands,NLD,Poland,POL,Power Plant,350089
Netherlands,NLD,Portugal,PRT,Enrichment,199010
Netherlands,NLD,Portugal,PRT,Fuel fabrication,18768
Netherlands,NLD,Portugal,PRT,Ignore,9865339
Netherlands,NLD,Portugal,PRT,Power Plant,23378
Netherlands,NLD,Qatar,QAT,Ignore,356956
Netherlands,NLD,Qatar,QAT,Power Plant,16857
Netherlands,NLD,Rep. of Korea,KOR,Enrichment,302518210
Netherlands,NLD,Rep. of Korea,KOR,Fuel fabrication,3350
Netherlands,NLD,Rep. of Korea,KOR,Ignore,40800419
Netherlands,NLD,Rep. of Korea,KOR,Mining,946
Netherlands,NLD,Rep. of Korea,KOR,Power Plant,249085
Netherlands,NLD,Rep. of Moldova,MDA,Ignore,136010
Netherlands,NLD,Romania,ROM,Enrichment,11267
Netherlands,NLD,Romania,ROM,Fuel fabrication,2931493
Netherlands,NLD,Romania,ROM,Ignore,2545706
Netherlands,NLD,Romania,ROM,Power Plant,1063320
Netherlands,NLD,Russian Federation,RUS,Enrichment,28035148
Netherlands,NLD,Russian Federation,RUS,Fuel fabrication,500416
Netherlands,NLD,Russian Federation,RUS,Ignore,21682228
Netherlands,NLD,Russian Federation,RUS,Power Plant,1171026
Netherlands,NLD,Saint Maarten,SXM,Fuel fabrication,124870
Netherlands,NLD,Saudi Arabia,SAU,Enrichment,1312871
Netherlands,NLD,Saudi Arabia,SAU,Fuel fabrication,822935
Netherlands,NLD,Saudi Arabia,SAU,Ignore,6303072
Netherlands,NLD,Saudi Arabia,SAU,Power Plant,714340
Netherlands,NLD,Senegal,SEN,Ignore,16782
Netherlands,NLD,Serbia,SRB,Enrichment,43
Netherlands,NLD,Serbia,SRB,Fuel fabrication,1270707
Netherlands,NLD,Serbia,SRB,Ignore,832534
Netherlands,NLD,Singapore,SGP,Enrichment,3167
Netherlands,NLD,Singapore,SGP,Fuel fabrication,59
Netherlands,NLD,Singapore,SGP,Ignore,4604224
Netherlands,NLD,Singapore,SGP,Mining,1120
Netherlands,NLD,Slovakia,SVK,Enrichment,10653
Netherlands,NLD,Slovakia,SVK,Fuel fabrication,455875
Netherlands,NLD,Slovakia,SVK,Ignore,5077515
Netherlands,NLD,Slovakia,SVK,Power Plant,223533
Netherlands,NLD,Slovenia,SVN,Enrichment,42711656
Netherlands,NLD,Slovenia,SVN,Fuel fabrication,18
Netherlands,NLD,Slovenia,SVN,Ignore,2909822
Netherlands,NLD,Slovenia,SVN,Power Plant,1375
Netherlands,NLD,South Africa,ZAF,Enrichment,16402
Netherlands,NLD,South Africa,ZAF,Fuel fabrication,541036
Netherlands,NLD,South Africa,ZAF,Ignore,3330682
Netherlands,NLD,South Africa,ZAF,Power Plant,19616
Netherlands,NLD,Spain,ESP,Enrichment,206830
Netherlands,NLD,Spain,ESP,Fuel fabrication,591369
Netherlands,NLD,Spain,ESP,Ignore,81205160
Netherlands,NLD,Spain,ESP,Mining,6887
Netherlands,NLD,Spain,ESP,Power Plant,1848550
Netherlands,NLD,Sri Lanka,LKA,Ignore,60581
Netherlands,NLD,Suriname,SUR,Ignore,67774
Netherlands,NLD,Suriname,SUR,Power Plant,1597
Netherlands,NLD,Sweden,SWE,Enrichment,200189051
Netherlands,NLD,Sweden,SWE,Fuel fabrication,1996815
Netherlands,NLD,Sweden,SWE,Ignore,22162907
Netherlands,NLD,Sweden,SWE,Power Plant,62274296
Netherlands,NLD,Switzerland,CHE,Enrichment,29243
Netherlands,NLD,Switzerland,CHE,Fuel fabrication,1392481
Netherlands,NLD,Switzerland,CHE,Ignore,46044199
Netherlands,NLD,Switzerland,CHE,Mining,20080
Netherlands,NLD,Switzerland,CHE,Power Plant,681508
Netherlands,NLD,TFYR of Macedonia,MKD,Ignore,129467
Netherlands,NLD,"Taiwan, China",TWN,Fuel fabrication,22781
Netherlands,NLD,"Taiwan, China",TWN,Ignore,4207697
Netherlands,NLD,"Taiwan, China",TWN,Power Plant,1952888
Netherlands,NLD,Thailand,THA,Ignore,3165406
Netherlands,NLD,Thailand,THA,Mining,5775
Netherlands,NLD,Thailand,THA,Power Plant,1143683
Netherlands,NLD,Tunisia,TUN,Fuel fabrication,1086
Netherlands,NLD,Tunisia,TUN,Ignore,1755674
Netherlands,NLD,Tunisia,TUN,Power Plant,998
Netherlands,NLD,Turkey,TUR,Enrichment,15245
Netherlands,NLD,Turkey,TUR,Fuel fabrication,1098113
Netherlands,NLD,Turkey,TUR,Ignore,19178963
Netherlands,NLD,Turkey,TUR,Power Plant,421018
Netherlands,NLD,USA,USA,Enrichment,2133242594
Netherlands,NLD,USA,USA,Fuel fabrication,2327311
Netherlands,NLD,USA,USA,Ignore,695961291
Netherlands,NLD,USA,USA,Mining,1272833
Netherlands,NLD,USA,USA,Power Plant,3415280
Netherlands,NLD,USA,USA,Spent Fuel / HLW,50376
Netherlands,NLD,Uganda,UGA,Fuel fabrication,814
Netherlands,NLD,Uganda,UGA,Ignore,78780
Netherlands,NLD,Ukraine,UKR,Fuel fabrication,113877
Netherlands,NLD,Ukraine,UKR,Ignore,519414
Netherlands,NLD,Ukraine,UKR,Power Plant,146838
Netherlands,NLD,United Arab Emirates,ARE,Enrichment,11452
Netherlands,NLD,United Arab Emirates,ARE,Fuel fabrication,236928
Netherlands,NLD,United Arab Emirates,ARE,Ignore,3469769
Netherlands,NLD,United Arab Emirates,ARE,Mining,36093
Netherlands,NLD,United Arab Emirates,ARE,Power Plant,89841
Netherlands,NLD,United Kingdom,GBR,Enrichment,383692492
Netherlands,NLD,United Kingdom,GBR,Fuel fabrication,7561450
Netherlands,NLD,United Kingdom,GBR,Ignore,110990391
Netherlands,NLD,United Kingdom,GBR,Mining,9843
Netherlands,NLD,United Kingdom,GBR,Power Plant,6596457
Netherlands,NLD,United Rep. of Tanzania,TZA,Fuel fabrication,2316
Netherlands,NLD,United Rep. of Tanzania,TZA,Ignore,10784
Netherlands,NLD,Uruguay,URY,Fuel fabrication,16993
Netherlands,NLD,Uruguay,URY,Ignore,8707
Netherlands,NLD,Uzbekistan,UZB,Fuel fabrication,14641
Netherlands,NLD,Uzbekistan,UZB,Ignore,95080
Netherlands,NLD,Venezuela,VEN,Ignore,45379
Netherlands,NLD,Viet Nam,VNM,Ignore,871742
Netherlands,NLD,Zambia,ZMB,Fuel fabrication,14432
Netherlands,NLD,Zambia,ZMB,Ignore,59304
Netherlands,NLD,Zambia,ZMB,Power Plant,274
Netherlands,NLD,Zimbabwe,ZWE,Ignore,27732
New Caledonia,NCL,France,FRA,Ignore,3599
New Caledonia,NCL,Netherlands,NLD,Ignore,5787
New Caledonia,NCL,USA,USA,Ignore,66724
New Zealand,NZL,American Samoa,ASM,Ignore,407
New Zealand,NZL,Australia,AUS,Fuel fabrication,3480
New Zealand,NZL,Australia,AUS,Ignore,20449
New Zealand,NZL,Belgium,BEL,Ignore,5
New Zealand,NZL,Bermuda,BMU,Ignore,4722
New Zealand,NZL,Canada,CAN,Fuel fabrication,5090
New Zealand,NZL,China,CHN,Ignore,69
New Zealand,NZL,Fiji,FJI,Ignore,68849
New Zealand,NZL,Finland,FIN,Ignore,2701
New Zealand,NZL,France,FRA,Ignore,118
New Zealand,NZL,France,FRA,Mining,835
New Zealand,NZL,Germany,DEU,Ignore,66754
New Zealand,NZL,Hungary,HUN,Ignore,14250
New Zealand,NZL,Israel,ISR,Ignore,1000
New Zealand,NZL,Italy,ITA,Fuel fabrication,3389
New Zealand,NZL,Italy,ITA,Ignore,1478
New Zealand,NZL,Kiribati,KIR,Enrichment,1807
New Zealand,NZL,Kiribati,KIR,Mining,1394
New Zealand,NZL,Kiribati,KIR,Power Plant,570
New Zealand,NZL,Malaysia,MYS,Ignore,7174
New Zealand,NZL,Netherlands,NLD,Ignore,54904
New Zealand,NZL,Norway,NOR,Ignore,2089
New Zealand,NZL,Papua New Guinea,PNG,Ignore,2759
New Zealand,NZL,Samoa,WSM,Fuel fabrication,1176
New Zealand,NZL,Samoa,WSM,Ignore,419
New Zealand,NZL,Samoa,WSM,Mining,169
New Zealand,NZL,Samoa,WSM,Power Plant,402
New Zealand,NZL,Samoa,WSM,Spent Fuel / HLW,209
New Zealand,NZL,South Africa,ZAF,Ignore,2806
New Zealand,NZL,South Africa,ZAF,Power Plant,654
New Zealand,NZL,Sri Lanka,LKA,Ignore,5544
New Zealand,NZL,USA,USA,Fuel fabrication,2040
New Zealand,NZL,USA,USA,Ignore,157675
New Zealand,NZL,United Kingdom,GBR,Ignore,30865
New Zealand,NZL,Vanuatu,VUT,Ignore,32138
New Zealand,NZL,Zambia,ZMB,Ignore,5391
Nicaragua,NIC,Canada,CAN,Fuel fabrication,43
Nicaragua,NIC,Canada,CAN,Ignore,1544
Nicaragua,NIC,Costa Rica,CRI,Fuel fabrication,400
Nicaragua,NIC,Netherlands,NLD,Ignore,10805
Nicaragua,NIC,Panama,PAN,Fuel fabrication,559
Nicaragua,NIC,Slovenia,SVN,Ignore,1500
Nicaragua,NIC,USA,USA,Ignore,205
Nicaragua,NIC,United Kingdom,GBR,Fuel fabrication,1509
Niger,NER,Benin,BEN,Mining,1546512
Niger,NER,Brazil,BRA,Mining,5203915
Niger,NER,Canada,CAN,Mining,273589831
Niger,NER,Chad,TCD,Power Plant,1215
Niger,NER,China,CHN,Mining,6792285
Niger,NER,France,FRA,Ignore,7523
Niger,NER,France,FRA,Mining,778885872
Niger,NER,Japan,JPN,Mining,8924192
Niger,NER,Rep. of Korea,KOR,Enrichment,111729105
Niger,NER,Romania,ROM,Mining,466
Niger,NER,Russian Federation,RUS,Enrichment,3935663
Niger,NER,Spain,ESP,Mining,11770342
Niger,NER,USA,USA,Mining,36484621
Nigeria,NGA,Angola,AGO,Power Plant,3905
Nigeria,NGA,Argentina,ARG,Enrichment,4433234
Nigeria,NGA,Burkina Faso,BFA,Power Plant,4158
Nigeria,NGA,Cameroon,CMR,Enrichment,181
Nigeria,NGA,Canada,CAN,Ignore,351
Nigeria,NGA,China,CHN,Ignore,452035
Nigeria,NGA,China,CHN,Mining,2972517
Nigeria,NGA,Cote d'Ivoire,CIV,Fuel fabrication,62
Nigeria,NGA,Cote d'Ivoire,CIV,Ignore,112
Nigeria,NGA,Cote d'Ivoire,CIV,Power Plant,1506
Nigeria,NGA,Czech Rep.,CZE,Ignore,6685
Nigeria,NGA,Ghana,GHA,Ignore,50114
Nigeria,NGA,Netherlands,NLD,Ignore,412
Nigeria,NGA,Niger,NER,Ignore,1670
Nigeria,NGA,Niger,NER,Power Plant,506
Nigeria,NGA,Poland,POL,Ignore,2175
Nigeria,NGA,Rep. of Korea,KOR,Enrichment,58586361
Nigeria,NGA,South Africa,ZAF,Ignore,32
Nigeria,NGA,Spain,ESP,Fuel fabrication,77
Nigeria,NGA,Turkey,TUR,Ignore,1264
Nigeria,NGA,USA,USA,Fuel fabrication,35583
Nigeria,NGA,USA,USA,Ignore,77997
Nigeria,NGA,United Kingdom,GBR,Ignore,34340
Norway,NOR,Algeria,DZA,Ignore,848
Norway,NOR,Angola,AGO,Fuel fabrication,2579
Norway,NOR,Argentina,ARG,Ignore,5444810
Norway,NOR,Australia,AUS,Ignore,368510
Norway,NOR,Australia,AUS,Power Plant,1433
Norway,NOR,Austria,AUT,Ignore,5082788
Norway,NOR,Belgium,BEL,Ignore,38993
Norway,NOR,Belgium,BEL,Power Plant,1047
Norway,NOR,Bosnia Herzegovina,BIH,Ignore,4143
Norway,NOR,Brazil,BRA,Fuel fabrication,482
Norway,NOR,Brazil,BRA,Ignore,11619397
Norway,NOR,Brazil,BRA,Power Plant,5111
Norway,NOR,Bulgaria,BGR,Power Plant,663
Norway,NOR,Canada,CAN,Fuel fabrication,6921
Norway,NOR,Canada,CAN,Ignore,1885073
Norway,NOR,Canada,CAN,Mining,884
Norway,NOR,China,CHN,Ignore,3109381
Norway,NOR,China,CHN,Power Plant,1115
Norway,NOR,Colombia,COL,Ignore,1466241
Norway,NOR,Congo,COG,Ignore,21196
Norway,NOR,Croatia,HRV,Ignore,36
Norway,NOR,Czech Rep.,CZE,Ignore,4681750
Norway,NOR,Czech Rep.,CZE,Spent Fuel / HLW,1597
Norway,NOR,Denmark,DNK,Enrichment,40691
Norway,NOR,Denmark,DNK,Ignore,292668
Norway,NOR,Denmark,DNK,Power Plant,7925
Norway,NOR,Dominican Rep.,DOM,Ignore,3738
Norway,NOR,Egypt,EGY,Fuel fabrication,45402
Norway,NOR,Estonia,EST,Ignore,861
Norway,NOR,Finland,FIN,Enrichment,1068
Norway,NOR,Finland,FIN,Ignore,4481122
Norway,NOR,Finland,FIN,Power Plant,28341
Norway,NOR,France,FRA,Enrichment,5932
Norway,NOR,France,FRA,Ignore,61612
Norway,NOR,France,FRA,Power Plant,9830
Norway,NOR,Gabon,GAB,Ignore,143096
Norway,NOR,Germany,DEU,Enrichment,14565
Norway,NOR,Germany,DEU,Fuel fabrication,104703
Norway,NOR,Germany,DEU,Ignore,58720280
Norway,NOR,Germany,DEU,Power Plant,95270
Norway,NOR,Ghana,GHA,Ignore,7672
Norway,NOR,Greece,GRC,Power Plant,2822
Norway,NOR,Guyana,GUY,Ignore,106
Norway,NOR,Hong Kong,HKG,Ignore,1362209
Norway,NOR,Hungary,HUN,Ignore,308
Norway,NOR,Iceland,ISL,Enrichment,52079
Norway,NOR,Iceland,ISL,Fuel fabrication,7081
Norway,NOR,Iceland,ISL,Ignore,3196
Norway,NOR,India,IND,Ignore,1131
Norway,NOR,Indonesia,IDN,Enrichment,18062
Norway,NOR,Indonesia,IDN,Ignore,822
Norway,NOR,Iraq,IRQ,Ignore,19838
Norway,NOR,Ireland,IRL,Ignore,3217320
Norway,NOR,Ireland,IRL,Power Plant,20933
Norway,NOR,Israel,ISR,Ignore,2289000
Norway,NOR,Italy,ITA,Enrichment,5027
Norway,NOR,Italy,ITA,Fuel fabrication,1295
Norway,NOR,Italy,ITA,Ignore,14861
Norway,NOR,Italy,ITA,Power Plant,2324
Norway,NOR,Japan,JPN,Fuel fabrication,2411
Norway,NOR,Japan,JPN,Ignore,85801594
Norway,NOR,Kazakhstan,KAZ,Ignore,22575
Norway,NOR,Kenya,KEN,Ignore,9746
Norway,NOR,Kuwait,KWT,Ignore,70015
Norway,NOR,Latvia,LVA,Ignore,47864
Norway,NOR,Latvia,LVA,Power Plant,3827
Norway,NOR,Latvia,LVA,Spent Fuel / HLW,457
Norway,NOR,Lebanon,LBN,Ignore,14678
Norway,NOR,Libya,LBY,Ignore,10246
Norway,NOR,Lithuania,LTU,Ignore,47643
Norway,NOR,Luxembourg,LUX,Ignore,590800
Norway,NOR,Malaysia,MYS,Enrichment,1575
Norway,NOR,Malaysia,MYS,Ignore,49564
Norway,NOR,Malaysia,MYS,Mining,413097
Norway,NOR,Malaysia,MYS,Power Plant,15359
Norway,NOR,Mauritania,MRT,Ignore,621
Norway,NOR,Mexico,MEX,Ignore,1238
Norway,NOR,Namibia,NAM,Fuel fabrication,312
Norway,NOR,Netherlands,NLD,Enrichment,2648
Norway,NOR,Netherlands,NLD,Ignore,29210100
Norway,NOR,Netherlands,NLD,Mining,17368
Norway,NOR,Netherlands,NLD,Power Plant,101
Norway,NOR,Netherlands,NLD,Spent Fuel / HLW,177960
Norway,NOR,New Zealand,NZL,Ignore,13007
Norway,NOR,Nigeria,NGA,Enrichment,39719
Norway,NOR,Nigeria,NGA,Ignore,74755
Norway,NOR,Oman,OMN,Fuel fabrication,69501
Norway,NOR,Oman,OMN,Ignore,211510
Norway,NOR,Pakistan,PAK,Ignore,10676
Norway,NOR,Peru,PER,Ignore,15369
Norway,NOR,Poland,POL,Ignore,1177138
Norway,NOR,Portugal,PRT,Ignore,380
Norway,NOR,Qatar,QAT,Ignore,35708
Norway,NOR,Qatar,QAT,Spent Fuel / HLW,44967
Norway,NOR,Rep. of Korea,KOR,Fuel fabrication,1812
Norway,NOR,Rep. of Korea,KOR,Ignore,988447
Norway,NOR,Romania,ROM,Ignore,30027
Norway,NOR,Russian Federation,RUS,Ignore,2229957
Norway,NOR,Saudi Arabia,SAU,Enrichment,4142
Norway,NOR,Saudi Arabia,SAU,Ignore,513889
Norway,NOR,Singapore,SGP,Fuel fabrication,8743
Norway,NOR,Singapore,SGP,Ignore,502749
Norway,NOR,Slovakia,SVK,Fuel fabrication,6452846
Norway,NOR,Slovakia,SVK,Ignore,1040339
Norway,NOR,Slovenia,SVN,Ignore,2593731
Norway,NOR,South Africa,ZAF,Ignore,202892
Norway,NOR,Spain,ESP,Fuel fabrication,69
Norway,NOR,Spain,ESP,Ignore,16320749
Norway,NOR,Spain,ESP,Power Plant,330
Norway,NOR,Spain,ESP,Spent Fuel / HLW,3408
Norway,NOR,Sweden,SWE,Enrichment,22793
Norway,NOR,Sweden,SWE,Fuel fabrication,24148
Norway,NOR,Sweden,SWE,Ignore,355652
Norway,NOR,Sweden,SWE,Power Plant,2957
Norway,NOR,Sweden,SWE,Spent Fuel / HLW,3801
Norway,NOR,Switzerland,CHE,Enrichment,23340
Norway,NOR,Switzerland,CHE,Fuel fabrication,171
Norway,NOR,Switzerland,CHE,Ignore,38204
Norway,NOR,Switzerland,CHE,Power Plant,270
Norway,NOR,"Taiwan, China",TWN,Ignore,12646079
Norway,NOR,"Taiwan, China",TWN,Power Plant,4609
Norway,NOR,Thailand,THA,Ignore,669375
Norway,NOR,Trinidad and Tobago,TTO,Ignore,7043
Norway,NOR,Tunisia,TUN,Ignore,3577
Norway,NOR,Turkey,TUR,Ignore,501797
Norway,NOR,USA,USA,Enrichment,36489
Norway,NOR,USA,USA,Fuel fabrication,63659
Norway,NOR,USA,USA,Ignore,49742772
Norway,NOR,USA,USA,Power Plant,5832
Norway,NOR,United Arab Emirates,ARE,Fuel fabrication,1472
Norway,NOR,United Arab Emirates,ARE,Ignore,7251
Norway,NOR,United Arab Emirates,ARE,Mining,10185
Norway,NOR,United Kingdom,GBR,Enrichment,788
Norway,NOR,United Kingdom,GBR,Fuel fabrication,127098
Norway,NOR,United Kingdom,GBR,Ignore,357163
Norway,NOR,United Kingdom,GBR,Mining,62302
Norway,NOR,United Kingdom,GBR,Power Plant,2135
Norway,NOR,Uruguay,URY,Ignore,24316
Norway,NOR,Viet Nam,VNM,Ignore,14008
Norway,NOR,Viet Nam,VNM,Power Plant,32000
Occ. Palestinian Terr.,PSE,Israel,ISR,Ignore,3128
Oman,OMN,Bahrain,BHR,Fuel fabrication,76348
Oman,OMN,Bahrain,BHR,Ignore,15020
Oman,OMN,China,CHN,Power Plant,4905743
Oman,OMN,Colombia,COL,Ignore,1675
Oman,OMN,Czech Rep.,CZE,Enrichment,895
Oman,OMN,Czech Rep.,CZE,Ignore,6353
Oman,OMN,Czech Rep.,CZE,Mining,405
Oman,OMN,Egypt,EGY,Ignore,3934
Oman,OMN,France,FRA,Fuel fabrication,5339
Oman,OMN,Germany,DEU,Enrichment,75
Oman,OMN,Germany,DEU,Ignore,27668
Oman,OMN,Hungary,HUN,Ignore,111
Oman,OMN,India,IND,Ignore,40593
Oman,OMN,Iran,IRN,Ignore,398
Oman,OMN,Iraq,IRQ,Ignore,3584
Oman,OMN,Kuwait,KWT,Ignore,242
Oman,OMN,Netherlands,NLD,Ignore,58631
Oman,OMN,Norway,NOR,Ignore,645
Oman,OMN,Pakistan,PAK,Ignore,10249
Oman,OMN,Poland,POL,Ignore,99
Oman,OMN,Qatar,QAT,Fuel fabrication,3043
Oman,OMN,Qatar,QAT,Ignore,14026
Oman,OMN,Qatar,QAT,Power Plant,12874
Oman,OMN,Russian Federation,RUS,Ignore,317
Oman,OMN,Saudi Arabia,SAU,Ignore,55074
Oman,OMN,South Africa,ZAF,Enrichment,7650
Oman,OMN,South Africa,ZAF,Ignore,18481
Oman,OMN,South Africa,ZAF,Mining,473
Oman,OMN,Sudan,SDN,Enrichment,260
Oman,OMN,Thailand,THA,Ignore,4802
Oman,OMN,USA,USA,Enrichment,4029
Oman,OMN,USA,USA,Ignore,250743
Oman,OMN,USA,USA,Mining,1423
Oman,OMN,United Arab Emirates,ARE,Enrichment,6008
Oman,OMN,United Arab Emirates,ARE,Ignore,69604
Oman,OMN,United Kingdom,GBR,Enrichment,1503
Oman,OMN,United Kingdom,GBR,Ignore,47262
Oman,OMN,United Kingdom,GBR,Power Plant,27876
Oman,OMN,Yemen,YEM,Ignore,32507
Pakistan,PAK,Afghanistan,AFG,Enrichment,9651
Pakistan,PAK,Austria,AUT,Power Plant,57
Pakistan,PAK,Canada,CAN,Fuel fabrication,6076
Pakistan,PAK,Chile,CHL,Fuel fabrication,3068
Pakistan,PAK,China,CHN,Power Plant,29368
Pakistan,PAK,Germany,DEU,Ignore,157
Pakistan,PAK,Guinea,GIN,Ignore,642
Pakistan,PAK,Italy,ITA,Ignore,18230
Pakistan,PAK,Japan,JPN,Ignore,34
Pakistan,PAK,Kuwait,KWT,Ignore,238
Pakistan,PAK,Netherlands,NLD,Ignore,18279
Pakistan,PAK,Peru,PER,Fuel fabrication,414
Pakistan,PAK,Rep. of Korea,KOR,Fuel fabrication,455
Pakistan,PAK,USA,USA,Ignore,2445
Pakistan,PAK,United Arab Emirates,ARE,Ignore,39760
Pakistan,PAK,United Kingdom,GBR,Enrichment,818
Pakistan,PAK,United Kingdom,GBR,Fuel fabrication,1547
Pakistan,PAK,United Kingdom,GBR,Power Plant,2093
Panama,PAN,Colombia,COL,Ignore,21596
Panama,PAN,Costa Rica,CRI,Ignore,947106
Panama,PAN,Guatemala,GTM,Enrichment,517
Panama,PAN,Guatemala,GTM,Fuel fabrication,358
Panama,PAN,Guatemala,GTM,Ignore,637742
Panama,PAN,Guatemala,GTM,Mining,70
Panama,PAN,Guatemala,GTM,Power Plant,431
Panama,PAN,Guyana,GUY,Fuel fabrication,26
Panama,PAN,Honduras,HND,Ignore,81065
Papua New Guinea,PNG,Australia,AUS,Ignore,25643
Papua New Guinea,PNG,Kenya,KEN,Ignore,182
Papua New Guinea,PNG,Singapore,SGP,Ignore,7024
Paraguay,PRY,Egypt,EGY,Ignore,6678
Paraguay,PRY,Israel,ISR,Ignore,52000
Paraguay,PRY,Oman,OMN,Ignore,6143
Paraguay,PRY,USA,USA,Ignore,16
Paraguay,PRY,Uruguay,URY,Enrichment,82
Peru,PER,Australia,AUS,Fuel fabrication,3595
Peru,PER,Australia,AUS,Power Plant,18
Peru,PER,Bolivia,BOL,Fuel fabrication,209
Peru,PER,Bolivia,BOL,Power Plant,122
Peru,PER,Chile,CHL,Ignore,1031
Peru,PER,China,CHN,Ignore,20
Peru,PER,China,CHN,Mining,3765039
Peru,PER,Colombia,COL,Ignore,21081
Peru,PER,Dominican Rep.,DOM,Ignore,490
Peru,PER,Ecuador,ECU,Ignore,261
Peru,PER,Germany,DEU,Enrichment,35
Peru,PER,Germany,DEU,Ignore,99
Peru,PER,Mexico,MEX,Ignore,7782
Peru,PER,Netherlands,NLD,Ignore,163330
Peru,PER,Panama,PAN,Ignore,187
Peru,PER,Spain,ESP,Ignore,316
Peru,PER,Spain,ESP,Power Plant,24
Peru,PER,Sweden,SWE,Fuel fabrication,98
Peru,PER,USA,USA,Ignore,90062
Peru,PER,USA,USA,Spent Fuel / HLW,5000
Peru,PER,United Kingdom,GBR,Ignore,2364
Peru,PER,Venezuela,VEN,Ignore,396
Philippines,PHL,Australia,AUS,Ignore,169425
Philippines,PHL,Australia,AUS,Mining,698
Philippines,PHL,Belgium,BEL,Mining,78935
Philippines,PHL,Canada,CAN,Ignore,283
Philippines,PHL,Canada,CAN,Mining,100
Philippines,PHL,China,CHN,Ignore,153575
Philippines,PHL,Colombia,COL,Ignore,37
Philippines,PHL,Costa Rica,CRI,Ignore,23
Philippines,PHL,Denmark,DNK,Ignore,159
Philippines,PHL,Denmark,DNK,Power Plant,2250
Philippines,PHL,Ecuador,ECU,Ignore,81
Philippines,PHL,El Salvador,SLV,Ignore,14
Philippines,PHL,Ethiopia,ETH,Fuel fabrication,498
Philippines,PHL,France,FRA,Ignore,110
Philippines,PHL,Germany,DEU,Fuel fabrication,2100530
Philippines,PHL,Germany,DEU,Ignore,5294
Philippines,PHL,Germany,DEU,Power Plant,8738
Philippines,PHL,Hong Kong,HKG,Ignore,99798
Philippines,PHL,Hong Kong,HKG,Power Plant,135
Philippines,PHL,Indonesia,IDN,Ignore,24185
Philippines,PHL,Italy,ITA,Enrichment,4675
Philippines,PHL,Japan,JPN,Ignore,533147
Philippines,PHL,Malaysia,MYS,Enrichment,6744
Philippines,PHL,Malaysia,MYS,Ignore,5019
Philippines,PHL,Malaysia,MYS,Mining,323
Philippines,PHL,Malaysia,MYS,Power Plant,1500
Philippines,PHL,Netherlands,NLD,Ignore,9323
Philippines,PHL,Nigeria,NGA,Fuel fabrication,689
Philippines,PHL,Palau,PLW,Enrichment,1451
Philippines,PHL,Palau,PLW,Mining,131
Philippines,PHL,Paraguay,PRY,Ignore,7
Philippines,PHL,Rep. of Korea,KOR,Ignore,2535628
Philippines,PHL,Rep. of Korea,KOR,Power Plant,310185
